Avg_0.4,Std_0.4,Avg_0.45,Std_0.45,Avg_0.5,Std_0.5,Avg_0.54,Std_0.54,Avg_0.59,Std_0.59,Avg_0.64,Std_0.64,Avg_0.69,Std_0.69,Avg_0.74,Std_0.74,Avg_0.79,Std_0.79,Avg_0.83,Std_0.83,Avg_0.88,Std_0.88,Avg_0.93,Std_0.93,Avg_0.98,Std_0.98,Avg_1.03,Std_1.03,Avg_1.08,Std_1.08,Avg_1.12,Std_1.12,Avg_1.17,Std_1.17,Avg_1.22,Std_1.22,Avg_1.27,Std_1.27,Avg_1.32,Std_1.32,Avg_1.37,Std_1.37,Avg_1.41,Std_1.41,Avg_1.46,Std_1.46,Avg_1.51,Std_1.51,Avg_1.56,Std_1.56,Avg_1.61,Std_1.61,Avg_1.66,Std_1.66,Avg_1.7,Std_1.7,Avg_1.75,Std_1.75,Avg_1.8,Std_1.8,Total
463.0,72.70763371201129,467.8,54.76641306494337,420.7,70.65132695144516,417.6,71.58379704933233,391.5,106.1039584558465,414.3,83.66008606259021,381.6,74.19191330596617,368.7,72.84785515030624,357.8,75.44905566009425,427.2,79.88341504968349,410.9,92.24689696678149,349.4,68.96694860583582,343.8,55.52080691056282,327.1,28.535767030167595,395.4,71.67175175757879,375.4,56.14481276128722,431.3,55.10725904996546,403.9,51.014605751686446,403.1,66.79288884304975,383.5,80.13894184477357,399.6,104.87630809672889,324.2,110.6587547372552,322.1,121.06646934638839,278.2,123.8513625278301,322.2,137.7234910971981,289.4,117.32195020540699,264.6,119.74740080686512,218.9,105.09657463495182,309.7,125.89205693767974,327.8,124.41125351028339,10990.7
