Avg_0.4,Std_0.4,Avg_0.45,Std_0.45,Avg_0.5,Std_0.5,Avg_0.54,Std_0.54,Avg_0.59,Std_0.59,Avg_0.64,Std_0.64,Avg_0.69,Std_0.69,Avg_0.74,Std_0.74,Avg_0.79,Std_0.79,Avg_0.83,Std_0.83,Avg_0.88,Std_0.88,Avg_0.93,Std_0.93,Avg_0.98,Std_0.98,Avg_1.03,Std_1.03,Avg_1.08,Std_1.08,Avg_1.12,Std_1.12,Avg_1.17,Std_1.17,Avg_1.22,Std_1.22,Avg_1.27,Std_1.27,Avg_1.32,Std_1.32,Avg_1.37,Std_1.37,Avg_1.41,Std_1.41,Avg_1.46,Std_1.46,Avg_1.51,Std_1.51,Avg_1.56,Std_1.56,Avg_1.61,Std_1.61,Avg_1.66,Std_1.66,Avg_1.7,Std_1.7,Avg_1.75,Std_1.75,Avg_1.8,Std_1.8,Total
500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,338.3,161.727579589877,365.2,140.72299030364584,261.8,118.2419553288933,214.8,105.00933291855539,255.3,135.28122560059842,176.3,58.843946162710736,208.1,76.73780033334289,198.4,69.1551878025069,170.8,60.90451543194478,183.2,42.69847772462152,155.3,27.327824648149367,161.1,26.341791890454225,169.4,35.91155802802212,11357.999999999996
